HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
45,否,偶爾出差,950,研發部,28,3,技術學位,1,1546,4,男性,97,3,1,研究科學家,4,已婚,2132,4585,4,是,否,20,4,4,80,1,8,3,3,5,4,0,3
42,否,頻繁出差,288,研發部,2,3,生命科學,1,1547,4,男性,40,3,3,醫療代表,4,已婚,10124,18611,2,是,是,14,3,3,80,1,24,3,1,20,8,13,9
40,否,偶爾出差,1342,銷售部,9,2,醫學,1,1548,1,男性,47,3,2,銷售執行,1,已婚,5473,19345,0,是,否,12,3,4,80,0,9,5,4,8,4,7,1
33,否,偶爾出差,589,研發部,28,4,生命科學,1,1549,2,男性,79,3,2,實驗室技術員,3,已婚,5207,22949,1,是,是,12,3,2,80,1,15,3,3,15,14,5,7
40,否,偶爾出差,898,人力資源專員,6,2,醫學,1,1550,3,男性,38,3,4,經理,4,單身,16437,17381,1,是,是,21,4,4,80,0,21,2,3,21,7,7,7
24,否,偶爾出差,350,研發部,21,2,技術學位,1,1551,3,男性,57,2,1,實驗室技術員,1,離婚,2296,10036,0,是,否,14,3,2,80,3,2,3,3,1,1,0,0
40,否,不出差,1142,研發部,8,2,生命科學,1,1552,4,男性,72,3,2,醫療代表,4,離婚,4069,8841,3,是,是,18,3,3,80,0,8,2,3,2,2,2,2
45,否,偶爾出差,538,研發部,1,4,技術學位,1,1553,1,男性,66,3,3,醫療代表,2,離婚,7441,20933,1,是,否,12,3,1,80,3,10,4,3,10,8,7,7
35,否,偶爾出差,1402,銷售部,28,4,生命科學,1,1554,2,女性,98,2,1,銷售代表,3,已婚,2430,26204,0,是,否,23,4,1,80,2,6,5,3,5,3,4,2
32,否,偶爾出差,824,研發部,5,2,生命科學,1,1555,4,女性,67,2,2,研究科學家,2,已婚,5878,15624,3,是,否,12,3,1,80,1,12,2,3,7,1,2,5
36,否,偶爾出差,1157,銷售部,2,4,生命科學,1,1556,3,男性,70,3,1,銷售代表,4,單身,2644,17001,3,是,是,21,4,4,80,0,7,3,2,3,2,1,2
48,否,偶爾出差,492,銷售部,16,4,生命科學,1,1557,3,女性,96,3,2,銷售執行,3,離婚,6439,13693,8,是,否,14,3,3,80,1,18,2,3,8,7,7,7
29,否,偶爾出差,598,研發部,9,3,生命科學,1,1558,3,男性,91,4,1,研究科學家,3,已婚,2451,22376,6,是,否,18,3,1,80,2,5,2,2,1,0,0,0
33,否,偶爾出差,1242,銷售部,8,4,生命科學,1,1560,1,男性,46,3,2,銷售執行,1,已婚,6392,10589,2,是,否,13,3,4,80,1,8,6,1,2,2,2,2
30,是,偶爾出差,740,銷售部,1,3,生命科學,1,1562,2,男性,64,2,2,銷售執行,1,已婚,9714,5323,1,是,否,11,3,4,80,1,10,4,3,10,8,6,7
38,否,頻繁出差,888,人力資源專員,10,4,人力資源專員,1,1563,3,男性,71,3,2,人力資源專員,3,已婚,6077,14814,3,是,否,11,3,3,80,0,10,2,3,6,3,1,2
35,否,偶爾出差,992,研發部,1,3,醫學,1,1564,4,男性,68,2,1,實驗室技術員,1,單身,2450,21731,1,是,否,19,3,2,80,0,3,3,3,3,0,1,2
30,否,偶爾出差,1288,銷售部,29,4,技術學位,1,1568,3,男性,33,3,3,銷售執行,2,已婚,9250,17799,3,是,否,12,3,2,80,1,9,3,3,4,2,1,3
35,是,偶爾出差,104,研發部,2,3,生命科學,1,1569,1,女性,69,3,1,實驗室技術員,1,離婚,2074,26619,1,是,是,12,3,4,80,1,1,2,3,1,0,0,0
53,是,偶爾出差,607,研發部,2,5,技術學位,1,1572,3,女性,78,2,3,製造總監,4,已婚,10169,14618,0,是,否,16,3,2,80,1,34,4,3,33,7,1,9
38,是,偶爾出差,903,研發部,2,3,醫學,1,1573,3,男性,81,3,2,製造總監,2,已婚,4855,7653,4,是,否,11,3,1,80,2,7,2,3,5,2,1,4
32,否,不出差,1200,研發部,1,4,技術學位,1,1574,4,男性,62,3,2,研究科學家,1,已婚,4087,25174,4,是,否,14,3,2,80,1,9,3,2,6,5,1,2
48,否,偶爾出差,1108,研發部,15,4,其他,1,1576,3,女性,65,3,1,研究科學家,1,已婚,2367,16530,8,是,否,12,3,4,80,1,10,3,2,8,2,7,6
34,否,偶爾出差,479,研發部,7,4,醫學,1,1577,1,男性,35,3,1,研究科學家,4,單身,2972,22061,1,是,否,13,3,3,80,0,1,4,1,1,0,0,0
55,否,偶爾出差,685,銷售部,26,5,行銷,1,1578,3,男性,60,2,5,經理,4,已婚,19586,23037,1,是,否,21,4,3,80,1,36,3,3,36,6,2,13
34,否,偶爾出差,1351,研發部,1,4,生命科學,1,1580,2,男性,45,3,2,研究科學家,4,已婚,5484,13008,9,是,否,17,3,2,80,1,9,3,2,2,2,2,1
26,否,偶爾出差,474,研發部,3,3,生命科學,1,1581,1,女性,89,3,1,研究科學家,4,已婚,2061,11133,1,是,否,21,4,1,80,0,1,5,3,1,0,0,0
38,否,偶爾出差,1245,銷售部,14,3,生命科學,1,1582,3,男性,80,3,2,銷售執行,2,已婚,9924,12355,0,是,否,11,3,4,80,1,10,3,3,9,8,7,7
38,否,偶爾出差,437,銷售部,16,3,生命科學,1,1583,2,女性,90,3,2,銷售執行,2,單身,4198,16379,2,是,否,12,3,2,80,0,8,5,4,3,2,1,2
36,否,偶爾出差,884,銷售部,1,4,生命科學,1,1585,2,女性,73,3,2,銷售執行,3,單身,6815,21447,6,是,否,13,3,1,80,0,15,5,3,1,0,0,0
29,否,偶爾出差,1370,研發部,3,1,醫學,1,1586,2,男性,87,3,1,實驗室技術員,1,單身,4723,16213,1,是,是,18,3,4,80,0,10,3,3,10,9,1,5
35,否,偶爾出差,670,研發部,10,4,醫學,1,1587,1,女性,51,3,2,醫療代表,3,單身,6142,4223,3,是,是,16,3,3,80,0,10,4,3,5,2,0,4
39,否,偶爾出差,1462,銷售部,6,3,醫學,1,1588,4,男性,38,4,3,銷售執行,3,已婚,8237,4658,2,是,否,11,3,1,80,1,11,3,3,7,6,7,6
29,否,頻繁出差,995,研發部,2,1,生命科學,1,1590,1,男性,87,3,2,醫療代表,4,離婚,8853,24483,1,是,否,19,3,4,80,1,6,0,4,6,4,1,3
50,否,偶爾出差,264,銷售部,9,3,行銷,1,1591,3,男性,59,3,5,經理,3,已婚,19331,19519,4,是,是,16,3,3,80,1,27,2,3,1,0,0,0
23,否,偶爾出差,977,研發部,10,3,技術學位,1,1592,4,男性,45,4,1,研究科學家,3,已婚,2073,12826,2,是,否,16,3,4,80,1,4,2,3,2,2,2,2
36,否,頻繁出差,1302,研發部,6,4,生命科學,1,1594,1,男性,80,4,2,實驗室技術員,1,已婚,5562,19711,3,是,是,13,3,4,80,1,9,3,3,3,2,0,2
42,否,偶爾出差,1059,研發部,9,2,其他,1,1595,4,男性,93,2,5,經理,4,單身,19613,26362,8,是,否,22,4,4,80,0,24,2,3,1,0,0,1
35,否,偶爾出差,750,研發部,28,3,生命科學,1,1596,2,男性,46,4,2,實驗室技術員,3,已婚,3407,25348,1,是,否,17,3,4,80,2,10,3,2,10,9,6,8
34,否,頻繁出差,653,研發部,10,4,技術學位,1,1597,4,男性,92,2,2,醫療代表,3,已婚,5063,15332,1,是,否,14,3,2,80,1,8,3,2,8,2,7,7
40,否,偶爾出差,118,銷售部,14,2,生命科學,1,1598,4,女性,84,3,2,銷售執行,1,已婚,4639,11262,1,是,否,15,3,3,80,1,5,2,3,5,4,1,2
43,否,偶爾出差,990,研發部,27,3,技術學位,1,1599,4,男性,87,4,1,實驗室技術員,2,離婚,4876,5855,5,是,否,12,3,3,80,1,8,0,3,6,4,0,2
35,否,偶爾出差,1349,研發部,7,2,生命科學,1,1601,3,男性,63,2,1,實驗室技術員,4,已婚,2690,7713,1,是,否,18,3,4,80,1,1,5,2,1,0,0,1
46,否,偶爾出差,563,銷售部,1,4,生命科學,1,1602,4,男性,56,4,4,經理,1,單身,17567,3156,1,是,否,15,3,2,80,0,27,5,1,26,0,0,12
28,是,偶爾出差,329,研發部,24,3,醫學,1,1604,3,男性,51,3,1,實驗室技術員,2,已婚,2408,7324,1,是,是,17,3,3,80,3,1,3,3,1,1,0,0
22,否,不出差,457,研發部,26,2,其他,1,1605,2,女性,85,2,1,研究科學家,3,已婚,2814,10293,1,是,是,14,3,2,80,0,4,2,2,4,2,1,3
50,否,頻繁出差,1234,研發部,20,5,醫學,1,1606,2,男性,41,3,4,醫療代表,3,已婚,11245,20689,2,是,是,15,3,3,80,1,32,3,3,30,8,12,13
32,否,偶爾出差,634,研發部,5,4,其他,1,1607,2,女性,35,4,1,研究科學家,4,已婚,3312,18783,3,是,否,17,3,4,80,2,6,3,3,3,2,0,2
44,否,偶爾出差,1313,研發部,7,3,醫學,1,1608,2,女性,31,3,5,研究總監,4,離婚,19049,3549,0,是,是,14,3,4,80,1,23,4,2,22,7,1,10
30,否,偶爾出差,241,研發部,7,3,醫學,1,1609,2,男性,48,2,1,研究科學家,2,已婚,2141,5348,1,是,否,12,3,2,80,1,6,3,2,6,4,1,1
45,否,偶爾出差,1015,研發部,5,5,醫學,1,1611,3,女性,50,1,2,實驗室技術員,1,單身,5769,23447,1,是,是,14,3,1,80,0,10,3,3,10,7,1,4
45,否,不出差,336,銷售部,26,3,行銷,1,1612,1,男性,52,2,2,銷售執行,1,已婚,4385,24162,1,是,否,15,3,1,80,1,10,2,3,10,7,4,5
31,否,頻繁出差,715,銷售部,2,4,其他,1,1613,4,男性,54,3,2,銷售執行,1,單身,5332,21602,7,是,否,13,3,4,80,0,10,3,3,5,2,0,3
36,否,偶爾出差,559,研發部,12,4,生命科學,1,1614,3,女性,76,3,2,製造總監,3,已婚,4663,12421,9,是,是,12,3,2,80,2,7,2,3,3,2,1,1
34,否,頻繁出差,426,研發部,10,4,生命科學,1,1615,3,男性,42,4,2,製造總監,4,離婚,4724,17000,1,是,否,13,3,1,80,1,9,3,3,9,7,7,2
49,否,偶爾出差,722,研發部,25,4,生命科學,1,1617,3,女性,84,3,1,實驗室技術員,1,已婚,3211,22102,1,是,否,14,3,4,80,1,10,3,2,9,6,1,4
39,否,偶爾出差,1387,研發部,10,5,醫學,1,1618,2,男性,76,3,2,製造總監,1,已婚,5377,3835,2,是,否,13,3,4,80,3,10,3,3,7,7,7,7
27,否,偶爾出差,1302,研發部,19,3,其他,1,1619,4,男性,67,2,1,實驗室技術員,1,離婚,4066,16290,1,是,否,11,3,1,80,2,7,3,3,7,7,0,7
35,否,偶爾出差,819,研發部,18,5,生命科學,1,1621,2,男性,48,4,2,研究科學家,1,已婚,5208,26312,1,是,否,11,3,4,80,0,16,2,3,16,15,1,10
28,否,偶爾出差,580,研發部,27,3,醫學,1,1622,2,女性,39,1,2,製造總監,1,離婚,4877,20460,0,是,否,21,4,2,80,1,6,5,2,5,3,0,0
21,否,偶爾出差,546,研發部,5,1,醫學,1,1623,3,男性,97,3,1,研究科學家,4,單身,3117,26009,1,是,否,18,3,3,80,0,3,2,3,2,2,2,2
18,是,頻繁出差,544,銷售部,3,2,醫學,1,1624,2,女性,70,3,1,銷售代表,4,單身,1569,18420,1,是,是,12,3,3,80,0,0,2,4,0,0,0,0
47,否,偶爾出差,1176,人力資源專員,26,4,生命科學,1,1625,4,女性,98,3,5,經理,3,已婚,19658,5220,3,是,否,11,3,3,80,1,27,2,3,5,2,1,0
39,否,偶爾出差,170,研發部,3,2,醫學,1,1627,3,男性,76,2,2,實驗室技術員,3,離婚,3069,10302,0,是,否,15,3,4,80,1,11,3,3,10,8,0,7
40,否,偶爾出差,884,研發部,15,3,生命科學,1,1628,1,女性,80,2,3,製造總監,3,已婚,10435,25800,1,是,否,13,3,4,80,2,18,2,3,18,15,14,12
35,否,不出差,208,研發部,8,4,生命科學,1,1630,3,女性,52,3,2,醫療代表,3,已婚,4148,12250,1,是,否,12,3,4,80,1,15,5,3,14,11,2,9
37,否,偶爾出差,671,研發部,19,3,生命科學,1,1631,3,男性,85,3,2,製造總監,3,已婚,5768,26493,3,是,否,17,3,1,80,3,9,2,2,4,3,0,2
39,否,頻繁出差,711,研發部,4,3,醫學,1,1633,1,女性,81,3,2,製造總監,3,單身,5042,3140,0,是,否,13,3,4,80,0,10,2,1,9,2,3,8
45,否,偶爾出差,1329,研發部,2,2,其他,1,1635,4,女性,59,2,2,製造總監,4,離婚,5770,5388,1,是,否,19,3,1,80,2,10,3,3,10,7,3,9
38,否,偶爾出差,397,研發部,2,2,醫學,1,1638,4,女性,54,2,3,製造總監,3,已婚,7756,14199,3,是,是,19,3,4,80,1,10,6,4,5,4,0,2
35,是,偶爾出差,737,銷售部,10,3,醫學,1,1639,4,男性,55,2,3,銷售執行,1,已婚,10306,21530,9,是,否,17,3,3,80,0,15,3,3,13,12,6,0
37,否,偶爾出差,1470,研發部,10,3,醫學,1,1640,2,女性,71,3,1,研究科學家,2,已婚,3936,9953,1,是,否,11,3,1,80,1,8,2,1,8,4,7,7
40,否,偶爾出差,448,研發部,16,3,生命科學,1,1641,3,女性,84,3,3,製造總監,4,單身,7945,19948,6,是,是,15,3,4,80,0,18,2,2,4,2,3,3
44,否,頻繁出差,602,人力資源專員,1,5,人力資源專員,1,1642,1,男性,37,3,2,人力資源專員,4,已婚,5743,10503,4,是,是,11,3,3,80,0,14,3,3,10,7,0,2
48,否,頻繁出差,365,研發部,4,5,醫學,1,1644,3,男性,89,2,4,經理,4,已婚,15202,5602,2,是,否,25,4,2,80,1,23,3,3,2,2,2,2
35,是,偶爾出差,763,銷售部,15,2,醫學,1,1645,1,男性,59,1,2,銷售執行,4,離婚,5440,22098,6,是,是,14,3,4,80,2,7,2,2,2,2,2,2
24,否,頻繁出差,567,研發部,2,1,技術學位,1,1646,1,女性,32,3,1,研究科學家,4,單身,3760,17218,1,是,是,13,3,3,80,0,6,2,3,6,3,1,3
27,否,偶爾出差,486,研發部,8,3,醫學,1,1647,2,女性,86,4,1,研究科學家,3,已婚,3517,22490,7,是,否,17,3,1,80,0,5,0,3,3,2,0,2
27,否,頻繁出差,591,研發部,2,3,醫學,1,1648,4,男性,87,3,1,研究科學家,4,單身,2580,6297,2,是,否,13,3,3,80,0,6,0,2,4,2,1,2
40,是,偶爾出差,1329,研發部,7,3,生命科學,1,1649,1,男性,73,3,1,實驗室技術員,1,單身,2166,3339,3,是,是,14,3,2,80,0,10,3,1,4,2,0,3
29,否,偶爾出差,469,銷售部,10,3,醫學,1,1650,3,男性,42,2,2,銷售執行,3,單身,5869,23413,9,是,否,11,3,3,80,0,8,2,3,5,2,1,4
36,否,偶爾出差,711,研發部,5,4,生命科學,1,1651,2,女性,42,3,3,醫療代表,1,已婚,8008,22792,4,是,否,12,3,3,80,2,9,6,3,3,2,0,2
25,否,頻繁出差,772,研發部,2,1,生命科學,1,1653,4,男性,77,4,2,製造總監,3,離婚,5206,4973,1,是,否,17,3,3,80,2,7,6,3,7,7,0,7
39,否,偶爾出差,492,研發部,12,3,醫學,1,1654,4,男性,66,3,2,製造總監,2,已婚,5295,7693,4,是,否,21,4,3,80,0,7,3,3,5,4,1,0
49,否,偶爾出差,301,研發部,22,4,其他,1,1655,1,女性,72,3,4,研究總監,2,已婚,16413,3498,3,是,否,16,3,2,80,2,27,2,3,4,2,1,2
50,否,偶爾出差,813,研發部,17,5,生命科學,1,1656,4,女性,50,2,3,研究總監,1,離婚,13269,21981,5,是,否,15,3,3,80,3,19,3,3,14,11,1,11
20,否,偶爾出差,1141,銷售部,2,3,醫學,1,1657,3,女性,31,3,1,銷售代表,3,單身,2783,13251,1,是,否,19,3,1,80,0,2,3,3,2,2,2,2
34,否,偶爾出差,1130,研發部,3,3,生命科學,1,1658,4,女性,66,3,2,研究科學家,2,離婚,5433,19332,1,是,否,12,3,3,80,1,11,2,3,11,8,7,9
36,否,偶爾出差,311,研發部,7,3,生命科學,1,1659,1,男性,77,3,1,實驗室技術員,2,單身,2013,10950,2,是,否,11,3,3,80,0,15,4,3,4,3,1,3
49,否,偶爾出差,465,研發部,6,1,生命科學,1,1661,3,女性,41,2,4,醫療代表,3,已婚,13966,11652,2,是,是,19,3,2,80,1,30,3,3,15,11,2,12
36,否,不出差,894,研發部,1,4,醫學,1,1662,4,女性,33,2,2,製造總監,3,已婚,4374,15411,0,是,否,15,3,3,80,0,4,6,3,3,2,1,2
36,否,偶爾出差,1040,研發部,3,2,生命科學,1,1664,4,男性,79,4,2,醫療代表,1,離婚,6842,26308,6,是,否,20,4,1,80,1,13,3,3,5,4,0,4
54,否,偶爾出差,584,研發部,22,5,醫學,1,1665,2,女性,91,3,4,經理,3,已婚,17426,18685,3,是,否,25,4,3,80,1,36,6,3,10,8,4,7
43,否,偶爾出差,1291,研發部,15,2,生命科學,1,1666,3,男性,65,2,4,研究總監,3,已婚,17603,3525,1,是,否,24,4,1,80,1,14,3,3,14,10,6,11
35,是,頻繁出差,880,銷售部,12,4,其他,1,1667,4,男性,36,3,2,銷售執行,4,單身,4581,10414,3,是,是,24,4,1,80,0,13,2,4,11,9,6,7
38,否,頻繁出差,1189,研發部,1,3,生命科學,1,1668,4,男性,90,3,2,研究科學家,4,已婚,4735,9867,7,是,否,15,3,4,80,2,19,4,4,13,11,2,9
29,否,偶爾出差,991,銷售部,5,3,醫學,1,1669,1,男性,43,2,2,銷售執行,2,離婚,4187,3356,1,是,是,13,3,2,80,1,10,3,2,10,0,0,9
33,否,偶爾出差,392,銷售部,2,4,醫學,1,1670,4,男性,93,3,2,銷售執行,4,離婚,5505,3921,1,是,否,14,3,3,80,2,6,5,3,6,2,0,4
32,否,偶爾出差,977,研發部,2,3,醫學,1,1671,4,男性,45,3,2,研究科學家,2,離婚,5470,25518,0,是,否,13,3,3,80,2,10,4,2,9,5,1,6
31,否,偶爾出差,1112,銷售部,5,4,生命科學,1,1673,1,女性,67,3,2,銷售執行,4,已婚,5476,22589,1,是,否,11,3,1,80,2,10,2,3,10,0,0,2
49,否,偶爾出差,464,研發部,16,3,醫學,1,1674,4,女性,74,3,1,實驗室技術員,1,離婚,2587,24941,4,是,是,16,3,2,80,1,17,2,2,2,2,2,2
38,否,頻繁出差,148,研發部,2,3,醫學,1,1675,4,女性,42,2,1,實驗室技術員,2,單身,2440,23826,1,是,否,22,4,2,80,0,4,3,3,4,3,3,3
47,否,偶爾出差,1225,銷售部,2,4,生命科學,1,1676,2,女性,47,4,4,經理,2,離婚,15972,21086,6,是,否,14,3,3,80,3,29,2,3,3,2,1,2
49,否,偶爾出差,809,研發部,1,3,生命科學,1,1677,3,男性,36,3,4,經理,3,單身,15379,22384,4,是,否,14,3,1,80,0,23,2,3,8,7,0,0
41,否,偶爾出差,1206,銷售部,23,2,生命科學,1,1678,4,男性,80,3,3,銷售執行,3,單身,7082,11591,3,是,是,16,3,4,80,0,21,2,3,2,0,0,2
20,否,偶爾出差,727,銷售部,9,1,生命科學,1,1680,4,男性,54,3,1,銷售代表,1,單身,2728,21082,1,是,否,11,3,1,80,0,2,3,3,2,2,0,2
33,否,不出差,530,銷售部,16,3,生命科學,1,1681,3,女性,36,3,2,銷售執行,4,離婚,5368,16130,1,是,是,25,4,3,80,1,7,2,3,6,5,1,2
36,否,偶爾出差,1351,研發部,26,4,生命科學,1,1682,1,男性,80,3,2,醫療代表,3,已婚,5347,7419,6,是,否,14,3,2,80,2,10,2,2,3,2,0,2
44,否,偶爾出差,528,人力資源專員,1,3,生命科學,1,1683,3,女性,44,3,1,人力資源專員,4,離婚,3195,4167,4,是,是,18,3,1,80,3,8,2,3,2,2,2,2
23,是,偶爾出差,1320,研發部,8,1,醫學,1,1684,4,男性,93,2,1,實驗室技術員,3,單身,3989,20586,1,是,是,11,3,1,80,0,5,2,3,5,4,1,2
38,否,偶爾出差,1495,研發部,4,2,醫學,1,1687,4,女性,87,3,1,實驗室技術員,3,已婚,3306,26176,7,是,否,19,3,4,80,1,7,5,2,0,0,0,0
53,否,偶爾出差,1395,研發部,24,4,醫學,1,1689,2,男性,48,4,3,醫療代表,4,已婚,7005,3458,3,是,否,15,3,3,80,0,11,2,3,4,3,1,2
48,是,頻繁出差,708,銷售部,7,2,醫學,1,1691,4,女性,95,3,1,銷售代表,3,已婚,2655,11740,2,是,是,11,3,3,80,2,19,3,3,9,7,7,7
32,是,偶爾出差,1259,研發部,2,4,生命科學,1,1692,4,男性,95,3,1,實驗室技術員,2,單身,1393,24852,1,是,否,12,3,1,80,0,1,2,3,1,0,0,0
26,否,不出差,786,研發部,7,3,醫學,1,1693,4,男性,76,3,1,實驗室技術員,4,單身,2570,11925,1,是,否,20,4,3,80,0,7,5,3,7,7,5,7
55,否,偶爾出差,1441,研發部,22,3,技術學位,1,1694,1,男性,94,2,1,研究科學家,2,離婚,3537,23737,5,是,否,12,3,4,80,1,8,1,3,4,2,1,2
34,否,偶爾出差,1157,研發部,5,2,醫學,1,1696,2,男性,57,2,2,實驗室技術員,4,已婚,3986,11912,1,是,否,14,3,3,80,1,15,3,4,15,10,4,13
60,否,偶爾出差,370,研發部,1,4,醫學,1,1697,3,男性,92,1,3,醫療代表,4,離婚,10883,20467,3,是,否,20,4,3,80,1,19,2,4,1,0,0,0
33,否,偶爾出差,267,研發部,21,3,醫學,1,1698,2,男性,79,4,1,實驗室技術員,2,已婚,2028,13637,1,是,否,18,3,4,80,3,14,6,3,14,11,2,13
37,否,頻繁出差,1278,銷售部,1,4,醫學,1,1700,3,男性,31,1,2,銷售執行,4,離婚,9525,7677,1,是,否,14,3,3,80,2,6,2,2,6,3,1,3
34,否,偶爾出差,678,研發部,19,3,生命科學,1,1701,2,女性,35,2,1,研究科學家,4,已婚,2929,20338,1,是,否,12,3,2,80,0,10,3,3,10,9,8,7
23,是,偶爾出差,427,銷售部,7,3,生命科學,1,1702,3,男性,99,3,1,銷售代表,4,離婚,2275,25103,1,是,是,21,4,2,80,1,3,2,3,3,2,0,2
44,否,偶爾出差,921,研發部,2,3,生命科學,1,1703,3,女性,96,4,3,醫療代表,4,已婚,7879,14810,1,是,是,19,3,2,80,1,9,2,3,8,7,6,7
35,否,頻繁出差,146,研發部,2,4,醫學,1,1704,1,男性,79,2,1,研究科學家,4,單身,4930,13970,0,是,是,14,3,3,80,0,6,2,4,5,4,1,4
43,否,偶爾出差,1179,銷售部,2,3,醫學,1,1706,4,男性,73,3,2,銷售執行,4,已婚,7847,6069,1,是,是,17,3,1,80,1,10,3,3,10,9,8,8
24,否,偶爾出差,581,研發部,9,3,醫學,1,1707,3,男性,62,4,1,研究科學家,3,已婚,4401,17616,1,是,否,16,3,4,80,1,5,1,3,5,3,0,4
41,否,偶爾出差,918,銷售部,6,3,行銷,1,1708,4,男性,35,3,3,銷售執行,3,單身,9241,15869,1,是,否,12,3,2,80,0,10,3,3,10,8,8,7
29,否,偶爾出差,1082,研發部,9,4,醫學,1,1709,4,女性,43,3,1,實驗室技術員,3,已婚,2974,25412,9,是,否,17,3,3,80,1,9,2,3,5,3,1,2
36,否,偶爾出差,530,銷售部,2,4,生命科學,1,1710,3,女性,51,3,2,銷售代表,4,單身,4502,7439,3,是,否,15,3,3,80,0,17,2,2,13,7,6,7
45,否,不出差,1238,研發部,1,1,生命科學,1,1712,3,男性,74,2,3,醫療代表,3,已婚,10748,3395,3,是,否,23,4,4,80,1,25,3,2,23,15,14,4
24,是,偶爾出差,240,人力資源專員,22,1,人力資源專員,1,1714,4,男性,58,1,1,人力資源專員,3,已婚,1555,11585,1,是,否,11,3,3,80,1,1,2,3,1,0,0,0
47,是,頻繁出差,1093,銷售部,9,3,生命科學,1,1716,3,男性,82,1,4,銷售執行,3,已婚,12936,24164,7,是,否,11,3,3,80,0,25,3,1,23,5,14,10
26,否,偶爾出差,390,研發部,17,4,醫學,1,1718,4,男性,62,1,1,實驗室技術員,3,已婚,2305,6217,1,是,否,15,3,3,80,3,3,3,4,3,2,0,2
45,否,偶爾出差,1005,研發部,28,2,技術學位,1,1719,4,女性,48,2,4,研究總監,2,單身,16704,17119,1,是,否,11,3,3,80,0,21,2,3,21,6,8,6
32,否,頻繁出差,585,研發部,10,3,生命科學,1,1720,1,男性,56,3,1,研究科學家,3,已婚,3433,17360,6,是,否,13,3,1,80,1,10,3,2,5,2,1,3
31,否,偶爾出差,741,研發部,2,4,生命科學,1,1721,2,男性,69,3,1,實驗室技術員,3,已婚,3477,18103,1,是,否,14,3,4,80,1,6,2,4,5,2,0,3
41,否,不出差,552,人力資源專員,4,3,人力資源專員,1,1722,3,男性,60,1,2,人力資源專員,2,已婚,6430,20794,6,是,否,19,3,2,80,1,10,4,3,3,2,1,2
40,否,偶爾出差,369,研發部,8,2,生命科學,1,1724,2,女性,92,3,2,製造總監,1,已婚,6516,5041,2,是,是,16,3,2,80,1,18,3,3,1,0,0,0
24,否,偶爾出差,506,研發部,29,1,醫學,1,1725,2,男性,91,3,1,實驗室技術員,1,離婚,3907,3622,1,是,否,13,3,2,80,3,6,2,4,6,2,1,2
46,否,偶爾出差,717,研發部,13,4,生命科學,1,1727,3,男性,34,3,2,醫療代表,2,單身,5562,9697,6,是,否,14,3,4,80,0,19,3,3,10,7,0,9
35,否,偶爾出差,1370,研發部,27,4,生命科學,1,1728,4,男性,49,3,2,製造總監,3,已婚,6883,5151,2,是,否,16,3,2,80,1,17,3,3,7,7,0,7
30,否,偶爾出差,793,研發部,16,1,生命科學,1,1729,2,男性,33,3,1,研究科學家,4,已婚,2862,3811,1,是,否,12,3,2,80,1,10,2,2,10,0,0,8
47,否,不出差,543,銷售部,2,4,行銷,1,1731,3,男性,87,3,2,銷售執行,2,已婚,4978,3536,7,是,否,11,3,4,80,1,4,3,1,1,0,0,0
46,否,偶爾出差,1277,銷售部,2,3,生命科學,1,1732,3,男性,74,3,3,銷售執行,4,離婚,10368,5596,4,是,是,12,3,2,80,1,13,5,2,10,6,0,3
36,是,偶爾出差,1456,銷售部,13,5,行銷,1,1733,2,男性,96,2,2,銷售執行,1,離婚,6134,8658,5,是,是,13,3,2,80,3,16,3,3,2,2,2,2
32,是,偶爾出差,964,銷售部,1,2,生命科學,1,1734,1,男性,34,1,2,銷售執行,2,單身,6735,12147,6,是,否,15,3,2,80,0,10,2,3,0,0,0,0
23,否,偶爾出差,160,研發部,4,1,醫學,1,1735,3,女性,51,3,1,實驗室技術員,2,單身,3295,12862,1,是,否,13,3,3,80,0,3,3,1,3,2,1,2
31,否,頻繁出差,163,研發部,24,1,技術學位,1,1736,4,女性,30,3,2,製造總監,4,單身,5238,6670,2,是,否,20,4,4,80,0,9,3,2,5,4,1,4
39,否,不出差,792,研發部,1,3,生命科學,1,1737,4,男性,77,3,2,實驗室技術員,4,已婚,6472,8989,1,是,是,15,3,4,80,1,9,2,3,9,8,5,8
32,否,偶爾出差,371,銷售部,19,3,生命科學,1,1739,4,男性,80,1,3,銷售執行,3,已婚,9610,3840,3,是,否,13,3,3,80,1,10,2,1,4,3,0,2
40,否,偶爾出差,611,銷售部,7,4,醫學,1,1740,2,男性,88,3,5,經理,2,單身,19833,4349,1,是,否,14,3,2,80,0,21,3,2,21,8,12,8
45,否,偶爾出差,176,人力資源專員,4,3,生命科學,1,1744,3,女性,56,1,3,人力資源專員,3,已婚,9756,6595,4,是,否,21,4,3,80,2,9,2,4,5,0,0,3
30,否,頻繁出差,1312,研發部,2,4,技術學位,1,1745,4,女性,78,2,1,研究科學家,1,單身,4968,26427,0,是,否,16,3,4,80,0,10,2,3,9,7,0,7
